nohup: ignoring input
Run 2 | Seed 43
Using device: cuda
Train: 22050 | Val: 2754 | Test: 2754
Epoch [048/100] [adversarial] G: 0.019192 D: 0.693339 | Val PSNR AE: 28.33 GAN: 28.91 | Val SSIM AE: 0.9140 GAN: 0.9229
Epoch [049/100] [adversarial] G: 0.019211 D: 0.693305 | Val PSNR AE: 28.33 GAN: 28.53 | Val SSIM AE: 0.9140 GAN: 0.9228
Epoch [050/100] [adversarial] G: 0.019209 D: 0.693228 | Val PSNR AE: 28.33 GAN: 28.85 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [051/100] [adversarial] G: 0.019182 D: 0.693345 | Val PSNR AE: 28.33 GAN: 28.79 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [052/100] [adversarial] G: 0.018957 D: 0.693397 | Val PSNR AE: 28.33 GAN: 28.81 | Val SSIM AE: 0.9140 GAN: 0.9228
Epoch [053/100] [adversarial] G: 0.019097 D: 0.693243 | Val PSNR AE: 28.33 GAN: 28.55 | Val SSIM AE: 0.9140 GAN: 0.9222
Epoch [054/100] [adversarial] G: 0.019069 D: 0.693307 | Val PSNR AE: 28.33 GAN: 28.95 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [055/100] [adversarial] G: 0.018938 D: 0.693305 | Val PSNR AE: 28.33 GAN: 28.97 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [056/100] [adversarial] G: 0.019035 D: 0.693268 | Val PSNR AE: 28.33 GAN: 28.55 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [057/100] [adversarial] G: 0.018850 D: 0.693317 | Val PSNR AE: 28.33 GAN: 29.00 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [058/100] [adversarial] G: 0.018867 D: 0.693348 | Val PSNR AE: 28.33 GAN: 28.95 | Val SSIM AE: 0.9140 GAN: 0.9229
Epoch [059/100] [adversarial] G: 0.018874 D: 0.693321 | Val PSNR AE: 28.33 GAN: 28.81 | Val SSIM AE: 0.9140 GAN: 0.9231
Epoch [060/100] [adversarial] G: 0.018817 D: 0.693224 | Val PSNR AE: 28.33 GAN: 28.78 | Val SSIM AE: 0.9140 GAN: 0.9228
Epoch [061/100] [adversarial] G: 0.018792 D: 0.693282 | Val PSNR AE: 28.33 GAN: 28.70 | Val SSIM AE: 0.9140 GAN: 0.9223
Epoch [062/100] [adversarial] G: 0.018848 D: 0.693280 | Val PSNR AE: 28.33 GAN: 28.97 | Val SSIM AE: 0.9140 GAN: 0.9230
Epoch [063/100] [adversarial] G: 0.018735 D: 0.693232 | Val PSNR AE: 28.33 GAN: 28.74 | Val SSIM AE: 0.9140 GAN: 0.9230
Epoch [064/100] [adversarial] G: 0.018712 D: 0.693408 | Val PSNR AE: 28.33 GAN: 28.93 | Val SSIM AE: 0.9140 GAN: 0.9229
Epoch [065/100] [adversarial] G: 0.018685 D: 0.693293 | Val PSNR AE: 28.33 GAN: 28.95 | Val SSIM AE: 0.9140 GAN: 0.9227
Epoch [066/100] [adversarial] G: 0.018612 D: 0.693277 | Val PSNR AE: 28.33 GAN: 29.01 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [067/100] [adversarial] G: 0.018651 D: 0.693204 | Val PSNR AE: 28.33 GAN: 28.83 | Val SSIM AE: 0.9140 GAN: 0.9223
Epoch [068/100] [adversarial] G: 0.018648 D: 0.693327 | Val PSNR AE: 28.33 GAN: 28.85 | Val SSIM AE: 0.9140 GAN: 0.9231
Epoch [069/100] [adversarial] G: 0.018552 D: 0.693275 | Val PSNR AE: 28.33 GAN: 29.00 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [070/100] [adversarial] G: 0.018539 D: 0.693271 | Val PSNR AE: 28.33 GAN: 28.95 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [071/100] [adversarial] G: 0.018536 D: 0.693264 | Val PSNR AE: 28.33 GAN: 28.78 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [072/100] [adversarial] G: 0.018490 D: 0.693324 | Val PSNR AE: 28.33 GAN: 28.95 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [073/100] [adversarial] G: 0.018411 D: 0.693271 | Val PSNR AE: 28.33 GAN: 28.89 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [074/100] [adversarial] G: 0.018477 D: 0.693290 | Val PSNR AE: 28.33 GAN: 28.68 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [075/100] [adversarial] G: 0.018455 D: 0.693306 | Val PSNR AE: 28.33 GAN: 28.97 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [076/100] [adversarial] G: 0.018473 D: 0.693241 | Val PSNR AE: 28.33 GAN: 28.90 | Val SSIM AE: 0.9140 GAN: 0.9229
Epoch [077/100] [adversarial] G: 0.018365 D: 0.693246 | Val PSNR AE: 28.33 GAN: 28.50 | Val SSIM AE: 0.9140 GAN: 0.9220
Epoch [078/100] [adversarial] G: 0.018392 D: 0.693340 | Val PSNR AE: 28.33 GAN: 29.01 | Val SSIM AE: 0.9140 GAN: 0.9230
Epoch [079/100] [adversarial] G: 0.018376 D: 0.693209 | Val PSNR AE: 28.33 GAN: 28.22 | Val SSIM AE: 0.9140 GAN: 0.9221
Epoch [080/100] [adversarial] G: 0.018277 D: 0.693284 | Val PSNR AE: 28.33 GAN: 28.97 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [081/100] [adversarial] G: 0.018295 D: 0.693302 | Val PSNR AE: 28.33 GAN: 28.62 | Val SSIM AE: 0.9140 GAN: 0.9224
Epoch [082/100] [adversarial] G: 0.018348 D: 0.693257 | Val PSNR AE: 28.33 GAN: 29.03 | Val SSIM AE: 0.9140 GAN: 0.9237
Epoch [083/100] [adversarial] G: 0.018196 D: 0.693288 | Val PSNR AE: 28.33 GAN: 29.01 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [084/100] [adversarial] G: 0.018366 D: 0.693229 | Val PSNR AE: 28.33 GAN: 29.00 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [085/100] [adversarial] G: 0.018244 D: 0.693258 | Val PSNR AE: 28.33 GAN: 29.02 | Val SSIM AE: 0.9140 GAN: 0.9235
Epoch [086/100] [adversarial] G: 0.018224 D: 0.693295 | Val PSNR AE: 28.33 GAN: 28.87 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [087/100] [adversarial] G: 0.018250 D: 0.693282 | Val PSNR AE: 28.33 GAN: 29.00 | Val SSIM AE: 0.9140 GAN: 0.9236
Epoch [088/100] [adversarial] G: 0.018103 D: 0.693319 | Val PSNR AE: 28.33 GAN: 28.67 | Val SSIM AE: 0.9140 GAN: 0.9226
Epoch [089/100] [adversarial] G: 0.018126 D: 0.693236 | Val PSNR AE: 28.33 GAN: 28.32 | Val SSIM AE: 0.9140 GAN: 0.9227
Epoch [090/100] [adversarial] G: 0.018188 D: 0.693227 | Val PSNR AE: 28.33 GAN: 28.88 | Val SSIM AE: 0.9140 GAN: 0.9231
Epoch [091/100] [adversarial] G: 0.018165 D: 0.693224 | Val PSNR AE: 28.33 GAN: 29.01 | Val SSIM AE: 0.9140 GAN: 0.9233
Epoch [092/100] [adversarial] G: 0.018123 D: 0.693279 | Val PSNR AE: 28.33 GAN: 29.00 | Val SSIM AE: 0.9140 GAN: 0.9235
Epoch [093/100] [adversarial] G: 0.018130 D: 0.693341 | Val PSNR AE: 28.33 GAN: 29.04 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [094/100] [adversarial] G: 0.018074 D: 0.693295 | Val PSNR AE: 28.33 GAN: 28.91 | Val SSIM AE: 0.9140 GAN: 0.9235
Epoch [095/100] [adversarial] G: 0.018119 D: 0.693184 | Val PSNR AE: 28.33 GAN: 28.86 | Val SSIM AE: 0.9140 GAN: 0.9232
Epoch [096/100] [adversarial] G: 0.018045 D: 0.693250 | Val PSNR AE: 28.33 GAN: 28.99 | Val SSIM AE: 0.9140 GAN: 0.9235
Epoch [097/100] [adversarial] G: 0.018009 D: 0.693241 | Val PSNR AE: 28.33 GAN: 28.99 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [098/100] [adversarial] G: 0.018034 D: 0.693261 | Val PSNR AE: 28.33 GAN: 29.04 | Val SSIM AE: 0.9140 GAN: 0.9235
Epoch [099/100] [adversarial] G: 0.018022 D: 0.693304 | Val PSNR AE: 28.33 GAN: 29.01 | Val SSIM AE: 0.9140 GAN: 0.9234
Epoch [100/100] [adversarial] G: 0.017998 D: 0.693165 | Val PSNR AE: 28.33 GAN: 29.02 | Val SSIM AE: 0.9140 GAN: 0.9239
GAN training complete.
Saved generator.pt and discriminator.pt
Saved result figure -> /home/zn0004/CPE487587_SP26_Final_Project/results/run2/gan_results.png
