epoch,phase,train_gen_loss,train_disc_loss,val_psnr_ae,val_ssim_ae,val_psnr_gan,val_ssim_gan
47,adversarial,0.019331,0.693317,28.3269,0.9140,28.8624,0.9226
48,adversarial,0.019192,0.693339,28.3269,0.9140,28.9118,0.9229
49,adversarial,0.019211,0.693305,28.3269,0.9140,28.5308,0.9228
50,adversarial,0.019209,0.693228,28.3269,0.9140,28.8478,0.9233
51,adversarial,0.019182,0.693345,28.3269,0.9140,28.7909,0.9233
52,adversarial,0.018957,0.693397,28.3269,0.9140,28.8101,0.9228
53,adversarial,0.019097,0.693243,28.3269,0.9140,28.5529,0.9222
54,adversarial,0.019069,0.693307,28.3269,0.9140,28.9530,0.9233
55,adversarial,0.018938,0.693305,28.3269,0.9140,28.9706,0.9233
56,adversarial,0.019035,0.693268,28.3269,0.9140,28.5538,0.9232
57,adversarial,0.018850,0.693317,28.3269,0.9140,28.9960,0.9232
58,adversarial,0.018867,0.693348,28.3269,0.9140,28.9526,0.9229
59,adversarial,0.018874,0.693321,28.3269,0.9140,28.8098,0.9231
60,adversarial,0.018817,0.693224,28.3269,0.9140,28.7782,0.9228
61,adversarial,0.018792,0.693282,28.3269,0.9140,28.7011,0.9223
62,adversarial,0.018848,0.693280,28.3269,0.9140,28.9674,0.9230
63,adversarial,0.018735,0.693232,28.3269,0.9140,28.7405,0.9230
64,adversarial,0.018712,0.693408,28.3269,0.9140,28.9314,0.9229
65,adversarial,0.018685,0.693293,28.3269,0.9140,28.9492,0.9227
66,adversarial,0.018612,0.693277,28.3269,0.9140,29.0112,0.9232
67,adversarial,0.018651,0.693204,28.3269,0.9140,28.8277,0.9223
68,adversarial,0.018648,0.693327,28.3269,0.9140,28.8548,0.9231
69,adversarial,0.018552,0.693275,28.3269,0.9140,29.0007,0.9232
70,adversarial,0.018539,0.693271,28.3269,0.9140,28.9529,0.9232
71,adversarial,0.018536,0.693264,28.3269,0.9140,28.7766,0.9234
72,adversarial,0.018490,0.693324,28.3269,0.9140,28.9501,0.9233
73,adversarial,0.018411,0.693271,28.3269,0.9140,28.8860,0.9232
74,adversarial,0.018477,0.693290,28.3269,0.9140,28.6768,0.9234
75,adversarial,0.018455,0.693306,28.3269,0.9140,28.9691,0.9234
76,adversarial,0.018473,0.693241,28.3269,0.9140,28.8950,0.9229
77,adversarial,0.018365,0.693246,28.3269,0.9140,28.4977,0.9220
78,adversarial,0.018392,0.693340,28.3269,0.9140,29.0088,0.9230
79,adversarial,0.018376,0.693209,28.3269,0.9140,28.2200,0.9221
80,adversarial,0.018277,0.693284,28.3269,0.9140,28.9710,0.9234
81,adversarial,0.018295,0.693302,28.3269,0.9140,28.6221,0.9224
82,adversarial,0.018348,0.693257,28.3269,0.9140,29.0271,0.9237
83,adversarial,0.018196,0.693288,28.3269,0.9140,29.0087,0.9233
84,adversarial,0.018366,0.693229,28.3269,0.9140,29.0047,0.9234
85,adversarial,0.018244,0.693258,28.3269,0.9140,29.0208,0.9235
86,adversarial,0.018224,0.693295,28.3269,0.9140,28.8732,0.9234
87,adversarial,0.018250,0.693282,28.3269,0.9140,28.9973,0.9236
88,adversarial,0.018103,0.693319,28.3269,0.9140,28.6717,0.9226
89,adversarial,0.018126,0.693236,28.3269,0.9140,28.3217,0.9227
90,adversarial,0.018188,0.693227,28.3269,0.9140,28.8783,0.9231
91,adversarial,0.018165,0.693224,28.3269,0.9140,29.0143,0.9233
92,adversarial,0.018123,0.693279,28.3269,0.9140,28.9957,0.9235
93,adversarial,0.018130,0.693341,28.3269,0.9140,29.0416,0.9234
94,adversarial,0.018074,0.693295,28.3269,0.9140,28.9080,0.9235
95,adversarial,0.018119,0.693184,28.3269,0.9140,28.8586,0.9232
96,adversarial,0.018045,0.693250,28.3269,0.9140,28.9942,0.9235
97,adversarial,0.018009,0.693241,28.3269,0.9140,28.9857,0.9234
98,adversarial,0.018034,0.693261,28.3269,0.9140,29.0398,0.9235
99,adversarial,0.018022,0.693304,28.3269,0.9140,29.0053,0.9234
100,adversarial,0.017998,0.693165,28.3269,0.9140,29.0202,0.9239
